Channel name,Handle,t.me link,Type,TGNAV category,"Subscribers (TGNAV, 2026-08-29)",Status on TGNAV,First listed on TGNAV,Last listed on TGNAV,Telegram ID,TGNAV updated,Why flagged,Description (TGNAV)
小声读书 ☘️,@what_youread,https://t.me/what_youread,群组,兴趣社群,13100,live,2026-07-15,2026-08-28,-1001130147108,2026-08-24,,Just AI and Read
别的书摘与政治不正确玩梗,@whatbiereading,https://t.me/whatbiereading,频道,博客杂谈,3000,live,2026-07-15,2026-08-28,-1001628712613,2026-08-26,,我宁可痛苦，我不要麻木。
Widget🏂软件工具资源分享,@WidgetChannel,https://t.me/WidgetChannel,频道,资源分享,97400,live,2023-07-30,2026-08-28,-1001457203992,2026-08-27,,每日推送有用有趣的内容，包括但不限于：软件 工具 网站 科技新闻。 📮合作/反馈 @WidgetPlusBot 💬群组 @WidgetTalk
wikipedia-zh,@wikipedia_zh_n,https://t.me/wikipedia_zh_n,群组,兴趣社群,22900,live,2024-09-30,2026-08-28,-1001216419077,2026-08-24,,本群組為中文維基百科聊天室，主要讨论维基百科站务。 本群另有IRC及discord两群，由转发机器人互联，对话互相可见。平日里，群中总是有管理员和资深用户在线，所以可以随时提问，或者解决遇到的问题。 請帮助維護秩序和融洽的气氛，不要人身攻擊、洩漏隱私或洗版。 規則： wikipedia-zh.github.io/imc/regulations/bgr #公告 本群有一些正式分群，可參見 https://t.me/wikipedia_zh_n/1295507 群頭像由User:燃灯設計
电脑破解免费分享,@winmods,https://t.me/winmods,,,,removed,2023-07-30,2026-07-08,,,,
玩卡教授交流群,@wkjsgroup,https://t.me/wkjsgroup,群组,卡号资金,4000,live,2026-07-15,2026-08-28,-1002586565594,2026-08-28,,专注海外券商，海外银行，海外esim/旅游卡等探索与交流 YouTube频道：https://www.youtube.com/@MrWkjs
TG小树屋｜Chat,@wolfgang88,https://t.me/wolfgang88,,,,removed,2024-09-30,2026-07-08,,,,
每日分享频道,@woniubuchuiniu,https://t.me/woniubuchuiniu,,,,removed,2023-07-30,2026-07-08,,,,
每日沙雕墙,@woshadiao,https://t.me/woshadiao,频道,搞笑趣味,115600,live,2023-07-30,2026-08-28,-1001341930464,2026-08-26,,恕我直言，在座的各位都是沙雕 💬 吹水/申诉群: @shadiaoooooo 🤖 投稿机器人: @tougaotest_bot 🔇 未通过审核的稿件: @shadiao_refuse 本频道仅供娱乐，不代表任何观点或立场，请勿对号入座；部分内容不保证真实性 本频道消息均以 CC BY-NC-SA 4.0 协议发布，转载或分享请遵循该协议内容，转发请保留来源 如您本人希望删除消息内的转发源 ID，请在 群组内 @ 或 PM 管理员 😉 Have fun!
战舰世界亚服⚓️,@wows_asia,https://t.me/wows_asia,群组,游戏,62,live,2026-07-15,2026-08-28,-1001244413504,2026-08-28,,承认吧，这就是你最喜欢的游戏 👇蚊子腿兑换码发布频道 https://t.me/wows_code
考公考研自习室,@wpzyk,https://t.me/wpzyk,频道,书报刊漫,28000,live,2026-07-15,2026-08-28,-1001817746196,2026-08-27,,主营网盘： #百度 #夸克 公务员考试： #国省考 #事业编 #教师类 #文职 #三支一扶 #遴选 #时政 #银行 #公安 研究生考试： #考研 #公共课 #考研数学 #考研英语 #考研政治 #专业课 其他考试： #四六级 #财经类 #医药类 #建筑类 #烟草 #电网 搜索： @wpzyss
写作交流,@writing_discuss,https://t.me/writing_discuss,,,,removed,2023-07-30,2026-07-08,,,,
🔮 奇闻异录 与 沙雕时刻 meme collection,@wtmsd,https://t.me/wtmsd,频道,搞笑趣味,115700,live,2026-07-15,2026-08-28,-1001214996122,2026-08-26,,（暂无描述）
吴说区块链 新闻与深度,@wublock,https://t.me/wublock,频道,资讯新闻,15500,live,2026-07-15,2026-08-28,-1001317044897,2026-08-26,,吴说：接近真相，更可信赖 区块链新闻报道，深度内容分析 联系我们: @colinwu1989 吴说全部渠道，欢迎下载 APP 收听播客：https://www.wublock123.com/html/app/ 此为吴说TG中文唯一官方频道，请小心电报诈骗，不给任何陌生人转账，小心熟人被盗号诈骗
每日無數汪,@wushuwang,https://t.me/wushuwang,频道,萌宠分享,2100,live,2023-07-30,2026-08-28,-1001353088134,2026-08-27,,全是汪星人的世界 投稿请聯繫 @pikameow @marogatari @SaltedFishSH @HCT_Nekobot 每日無數喵 @miaowu 徵管理員ing，歡迎洽詢
烏托邦🎂贝瑞生日快乐🎂,@wutoban,https://t.me/wutoban,群组,中文社群,910,live,2026-07-15,2026-08-28,-1002041388269,2026-08-28,,欢迎来到乌托邦！ 这里有来自各个国家的奇葩、怪人、夜猫子和话痨。 乌托邦致力于打造给大家一个温暖，包容，友善，充满爱的一个小社区。 所以希望各位可以互相尊重！遵守规则(*´I`*)
WWWeng🐝の分享,@wwwengshare,https://t.me/wwwengshare,频道,iOS资源,4900,live,2026-07-15,2026-08-28,-1001088992441,2026-08-27,,主要分享一些快捷指令 必看：https://t.me/wwwengshare/192
微信搬运工,@wxbyg,https://t.me/wxbyg,频道,博客杂谈,19600,live,2025-02-04,2026-08-28,-1001492512404,2026-08-26,,微信搬运工的新频道！机器人管理，丰富一下电报上的中文信息。
微信交流群-WeChat,@wxcrack,https://t.me/wxcrack,群组,ios社区,8000,live,2026-07-15,2026-08-28,-1002238041572,2026-08-28,,国民级应用，“小而美” 微信相关：插件、教程、公众号、小程序、资源分享 频道： @wechatshare
单机游戏资源,@wygjmeng,https://t.me/wygjmeng,频道,游戏软件,3300,live,2026-07-15,2026-08-28,-1001846208850,2026-08-28,,"下载资源版权归作者所有;本站所有资源均来源于网络,仅供学习使用,请支持正版"
天天看美女,@xhlpd,https://t.me/xhlpd,,,,removed,2023-07-30,2023-10-29,,,,
风向旗参考快讯,@xhqcankao,https://t.me/xhqcankao,频道,资讯新闻,159500,live,2023-07-30,2026-08-28,-1001472283197,2026-08-25,,风闻奏事，遍查访知。提供互联网科技新闻快讯。发布VPS、网盘等有价值虚拟资产的新闻和交易信息。⚡️ 本频道引用的所有文章皆旨在拓宽信息视野，不代表本频道观点。本频道谢绝任何政治频道转发消息，请勿让我们的评论区变成一个火药桶。请以包容友好的方式交流。 🔍 博客版：https://kejikuaixun.blogspot.com/ 🏆 合作咨询：https://t.me/HelloGeorge_Bot
小红书一瞥,@xhsyp,https://t.me/xhsyp,频道,搞笑趣味,31800,live,2026-07-15,2026-08-28,-1001540626396,2026-08-26,,按：版权归原作者所有，多于 50 赞的内容会提供“原文”链接。
夏风小分队,@XiafengButter,https://t.me/XiafengButter,,,,removed,2023-07-30,2025-02-05,,,,
夏风讨论组,@xiafengforever,https://t.me/xiafengforever,,,,removed,2024-09-30,2025-04-26,,,,
西安电报群,@xiancity,https://t.me/xiancity,群组,中文社群,7800,live,2026-07-15,2026-08-28,-1001145432806,2026-08-28,,入群必读： 本群用于讨论西安相关的衣食住行等话题，同时也可畅聊其他话题，原则上不做话题及聊天内容的限制。但是，为了不给广大群友带来困扰，请您遵守以下约定： 一、请勿频繁发送广告、商业连接等内容； 二、请勿发送包含暴露的性内容或血腥内容的图片，以免造成群友不适； 三、不可言语攻击他人； 四、不可在群中欺诈、行骗； 五、请勿讨论政治话题； 六、禁止黄、赌、毒、考试作弊、高利贷等话题； 七、请勿在群中传播法轮功相关内容； 八、禁止利用本群从事任何违法犯罪活动。 最后，聊天请务必心平气和，客观理性！
向北的分享频道,@xiangbeichannel,https://t.me/xiangbeichannel,频道,资源分享,7000,live,2026-07-15,2026-08-28,-1001370052304,2026-08-27,,这里更新动态、分享各种有趣的、实用的、好玩的！
小黎画师分享,@xiangli11,https://t.me/xiangli11,,,,removed,2025-02-16,2025-04-26,,,,
肯德基4K影视发布频道,@XiangxiuNB,https://t.me/XiangxiuNB,,,,removed,2024-10-02,2025-08-22,,,,
,@XiangxiuNBB,https://t.me/XiangxiuNBB,,,,removed,2025-08-28,2026-08-18,,,,
吃瓜视频战争头条新闻,@xiangyan91copy,https://t.me/xiangyan91copy,频道,资讯新闻,13900,removed,2026-07-15,2026-08-21,-1002087339551,2026-07-07,,吃瓜、战争、战报、头条、短视频 #最新战报 #今日头条 #吃瓜视频 #头条新闻 #建设美好社会 在我们的生活中，各种各样的新闻、事件、信息充斥其中，但我们不能只被表面的事物所迷惑，而是应该去深层次理解和探索这些信息背后的意义和价值。正如战争报道中，我们不能只看到表面的炮火硝烟，而是要看到背后的影响和启示。作为社会成员，我们不应该只满足于“吃瓜”，而应该有独立思考、理性判断和社会责任感。只有这样，我们才能真正理解和感受到这个世界的真实面貌，从而更好地为社会的进步和发展做出贡献。 #用真实的眼
享悦频道,@xiangyues,https://t.me/xiangyues,,,,removed,2023-07-30,2026-07-08,,,,
小黎画师分享,@xianli202505,https://t.me/xianli202505,,,,removed,2025-04-26,2026-07-08,,,,
抽奖机器人,@XiaoCaiLotteryBot,https://t.me/XiaoCaiLotteryBot,机器人,抽奖机器人,,live,2025-02-05,2026-08-28,6461022460,2026-07-11,,
今天又发现了哪个漂亮小姐姐,@xiaojiejiexixi,https://t.me/xiaojiejiexixi,,,,removed,2023-07-30,2025-02-05,,,,
🍐小黎画师分享（二代目）,@xiaoli202505,https://t.me/xiaoli202505,频道,壁纸&图片,24600,live,2026-07-15,2026-08-28,-1001645133556,2026-08-27,,（暂无描述）
Galgame分享频道,@xiaomenggalgame,https://t.me/xiaomenggalgame,频道,游戏软件,16400,live,2026-08-28,2026-08-28,-1002906396431,2026-08-25,,专注于Galgame移植/汉化/搬运 联系我 @RealNooN_bot by.Mm
小米玩机交流群,@xiaomi6666,https://t.me/xiaomi6666,群组,兴趣社群,6600,live,2024-09-30,2026-08-28,-1001163967829,2026-08-24,,（暂无描述）
校长读报,@XiaoZhangDuBao,https://t.me/XiaoZhangDuBao,频道,资讯新闻,9500,live,2023-07-30,2026-08-28,-1001200841297,2026-08-25,,多读书 多看报 感谢关注 感谢赞赏
心惊报,@xinjingdaily,https://t.me/xinjingdaily,频道,搞笑趣味,77500,live,2023-07-30,2026-08-28,-1001434817225,2026-08-26,,（暂无描述）
心惊报根据地,@xinjingdailychatroom,https://t.me/xinjingdailychatroom,,,,removed,2024-09-30,2026-07-08,,,,
小末软件宝库,@xmresoft,https://t.me/xmresoft,频道,资源分享,911,live,2026-08-18,2026-08-28,-1003735760642,2026-08-25,,专注分享 Windows、Android、Mac 等平台的实用工具、黑科技软件与学习教程，帮你高效工作与学习。
以涩图之名,@xpyanjiusuo1,https://t.me/xpyanjiusuo1,,,,removed,2024-09-30,2026-07-08,,,,
玄学之巅,@xuanxue88624,https://t.me/xuanxue88624,频道,书报刊漫,20200,live,2026-07-15,2026-08-28,-1001501346938,2026-08-27,,本频道创立之意是在保存、收藏玄学书籍的过程中，整理本人的玄学体系，并且在网上发布一些个人学习玄学的心得、体会，以期给广大朋友在面对现实生活的困惑中，带来一点思考如何改造自己生活的种子。我知道关注此类学问的朋友肯定意识到生活中自己有需要改变的问题，希望大家多思考、多行动。 备注：书籍版权归原作者所有，频道资源限个人学习交流，请勿用于商业用途
柬埔寨新闻头条,@xwtt11,https://t.me/xwtt11,频道,资讯新闻,202100,live,2026-08-18,2026-08-28,-1001817062659,2026-08-25,,【专注于曝光柬埔寨华人圈内幕】 持续揭底柬埔寨华人圈的大小事、明暗面，致力于成为大家的避坑指南。 💥真实事件、内幕消息、风险预警 💥圈内动态、生活指南、安全提醒 我们只做信息搬运工，所有内容均为网友投稿或公开资料 ⚠️ 请自行甄别真伪，谨慎参考 希望我们的存在，能让你在柬埔寨少走弯路 转发提醒身边人，助力彼此平安闯荡 投稿/删帖 @KL066
吃瓜视频战争头条新闻,@xy91d,https://t.me/xy91d,频道,资讯新闻,13500,live,2026-08-28,2026-08-28,-1002087339551,2026-08-26,,吃瓜、战争、战报、头条、短视频 #最新战报 #今日头条 #吃瓜视频 #头条新闻 #建设美好社会 在我们的生活中，各种各样的新闻、事件、信息充斥其中，但我们不能只被表面的事物所迷惑，而是应该去深层次理解和探索这些信息背后的意义和价值。正如战争报道中，我们不能只看到表面的炮火硝烟，而是要看到背后的影响和启示。作为社会成员，我们不应该只满足于“吃瓜”，而应该有独立思考、理性判断和社会责任感。只有这样，我们才能真正理解和感受到这个世界的真实面貌，从而更好地为社会的进步和发展做出贡献。 #用真实的眼
乱七八糟的储物箱,@xyxyspace,https://t.me/xyxyspace,频道,资源分享,28100,live,2023-07-30,2026-08-28,-1001469354719,2026-08-27,,本频道仅作为本人研究备份使用，所有内容下载后请于24小时内删除，请不要搬运到酷安、App分享、奇妙应用、葫芦侠等各类平台
雪之下雪乃,@xzxxn777,https://t.me/xzxxn777,频道,iOS资源,5400,live,2026-07-15,2026-08-28,-1001414844210,2026-08-27,,ios脚本频道
Yachen's Channel,@yachme,https://t.me/yachme,,,,removed,2023-07-30,2026-07-08,,,,
颜值 美女,@yanzhizaici,https://t.me/yanzhizaici,频道,壁纸&图片,4900,live,2023-07-30,2026-08-28,-1001276392510,2026-08-27,,分享些美女 不定时更新
浥轻尘の破解库交流群组,@ycq_777,https://t.me/ycq_777,,,,removed,2024-09-30,2026-07-08,,,,
爷青回动画分享频道,@yeqingjie_GJG666,https://t.me/yeqingjie_GJG666,,,,removed,2023-07-30,2026-07-08,,,,
[推广]怡红春外围,@yhc11,https://t.me/yhc11,,,,removed,2024-06-16,2024-09-25,,,,
硬核小卒,@yinghexiaozu,https://t.me/yinghexiaozu,频道,博客杂谈,8300,live,2023-07-30,2026-08-28,-1001401203799,2026-08-26,,小卒可以无名，但不能不硬核。
影集🎬4K高清电影在线看,@yingji,https://t.me/yingji,频道,影音资源,93400,live,2026-08-21,2026-08-28,-1001714422299,2026-08-26,,分享4K、HDR、REMUX、1080P高码等高品质电影 动漫 @txdm666 国产剧 @tgzhuiju 海外剧 @haiwaiju 🤖广告投放： @ystvbot
影集🎬4K高清电影在线看,@yingshizhijia,https://t.me/yingshizhijia,频道,影音资源,79000,removed,2026-07-15,2026-08-18,-1001714422299,2026-07-13,,分享4K、HDR、REMUX、1080P高码等高品质电影 动漫 @txdm666 国产剧 @tgzhuiju 海外剧 @haiwaiju 🤖广告投放： @ystvbot
易学论道|科学变化,@Yiology,https://t.me/Yiology,,,,removed,2024-09-30,2026-07-08,,,,
《一天世界》博客,@yitianshijie,https://t.me/yitianshijie,频道,博客杂谈,6200,live,2026-07-15,2026-08-28,-1001002993583,2026-08-26,,新文章上线提醒及其它。博客地址：https://blog.yitianshijie.net
搜女出海 / INS账号 / IG引流 / IG增粉,@yltold,https://t.me/yltold,群组,卡号资金,570,live,2026-07-15,2026-08-28,-1003984957821,2026-08-28,,@sounv_bot 和 @sounv 索引机器人&& @sounvpaybot - 钱包机器人
一些干货 👍,@youganhuo,https://t.me/youganhuo,频道,知识学习,8300,live,2026-07-15,2026-08-28,-1001342463041,2026-08-26,,（暂无描述）
Yours Wallpaper,@yourswallpapars,https://t.me/yourswallpapars,频道,壁纸&图片,12200,live,2026-07-15,2026-08-28,-1001482481072,2026-08-27,,"Some beautiful selfmade walls for you ❤️ My other works - @MadebyMegh [ FYI - ''FOR PERSONAL USE ONLY''. NO ONE IS ALLOWED TO POST WALLPAPERS ON OTHER CHANNELS ANY DIGITAL PLATFORM WITHOUT CONSENT"" ] Some assets credits to pngtree website"
有声故事 🔊,@youshenggushi,https://t.me/youshenggushi,频道,影音资源,5000,live,2026-07-15,2026-08-28,-1001679029818,2026-08-26,,有声故事🆓 包括但不限于午夜电台，小说，故事，评书，相声 🔊 资源来源于网络 没有任何广告，纯净的有声故事。♥️♥️ 欢迎订阅🌟🌟🌟
某不知名杂货铺,@youthkinga,https://t.me/youthkinga,,,,removed,2023-07-30,2024-12-22,,,,
尤物色色导航,@youwudaily,https://t.me/youwudaily,频道,导航索引,107900,live,2026-07-15,2026-08-28,-1001909313275,2026-08-28,,收录全网精品色色频道/网站 搞颜色咱们是专业的 发现部分频道通过投稿来引流 此频道以后不再接受投稿
PC游戏搬运工,@youxibanyunenen,https://t.me/youxibanyunenen,频道,游戏软件,3400,live,2026-07-15,2026-08-28,-1001827477534,2026-08-28,,搬运各种PC游戏，有时也会搬运其他平台上的游戏 不提供修改器 群组：https://t.me/yxbymm 如果你觉得本频道不错，请推荐给他人
油油の科技软件资源分享,@youyousharechannel,https://t.me/youyousharechannel,频道,资源分享,89100,live,2023-07-30,2026-08-28,-1001790944354,2026-08-28,,专注于Windows、Mac OS、Linux、Android、iPhone、iPad、TV、影-视、福利、磁-力、软-件、插件、脚-本、-破-解、教程、-音.乐等资源分享 X订阅 https://twitter.com/ishare365 群组 @yysgchat 私信 @youyoushare_bot
油油资源分享chat,@youyousharegroup,https://t.me/youyousharegroup,,,,removed,2024-09-30,2026-07-08,,,,
